"name","nameFull","class","pond","date","depth","freq"
"8-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\8-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"82-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\82-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"83-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\83-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"84-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\84-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"85-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\85-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"86-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\86-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"87-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\87-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"88-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\88-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"89-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\89-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"91-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\91-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"9-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\9-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"92-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\92-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"93-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\93-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"94-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\94-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"95-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\95-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"96-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\96-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"97-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\97-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"98-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\98-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"99-1.bmp","1 (323 images)\Nov 5, 2008 (89 images)\99-1.bmp",1,"NA","11-05-08","80 mm","8.0 MHz"
"100-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\100-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"102-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\102-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"103-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\103-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"104 1 (DK).bmp","1 (323 images)\Oct 28, 2008 (82 images)\104 1 (DK).bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"105-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\105-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"106-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\106-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"107-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\107-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"108-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\108-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"109-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\109-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"110-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\110-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"111-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\111-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"11-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\11-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"112-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\112-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"1-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\1-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"17-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\17-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"18-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\18-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"19-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\19-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"20-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\20-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"21-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\21-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"2-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\2-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"23-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\23-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"24-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\24-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"25-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\25-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"28-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\28-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"30-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\30-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"31-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\31-1.bmp",1,"NA","NA","80 mm","8.0 MHz"
"32-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\32-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"33-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\33-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"36-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\36-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"37-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\37-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"39-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\39-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"40-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\40-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"41-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\41-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"42-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\42-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"45-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\45-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"46-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\46-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"47-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\47-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"48-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\48-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"49-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\49-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"52-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\52-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"53-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\53-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"54-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\54-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"55-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\55-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"56-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\56-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"57-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\57-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"59-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\59-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"60-1 (DK).bmp","1 (323 images)\Oct 28, 2008 (82 images)\60-1 (DK).bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"63-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\63-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"64-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\64-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"65-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\65-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"66-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\66-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"67-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\67-1.bmp",1,"NA","NA","80 mm","8.0 MHz"
"68-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\68-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"69-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\69-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"70-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\70-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"71-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\71-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"7-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\7-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"72-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\72-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"73-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\73-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"74-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\74-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"75-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\75-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"76-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\76-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"77-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\77-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"78-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\78-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"79-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\79-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"80-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\80-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"81-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\81-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"83-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\83-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"84-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\84-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"85-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\85-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"86-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\86-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"87-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\87-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"88-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\88-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"89-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\89-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"90-1 (DK).bmp","1 (323 images)\Oct 28, 2008 (82 images)\90-1 (DK).bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"91-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\91-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"93-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\93-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"94-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\94-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"95-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\95-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"96-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\96-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"98-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\98-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"99-1.bmp","1 (323 images)\Oct 28, 2008 (82 images)\99-1.bmp",1,"NA","10-28-05","80 mm","8.0 MHz"
"101-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\101-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"105-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\105-2.bmp",2,"NA","NA","80 mm","8.0 MHz"
"106-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\106-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"107-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\107-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"108-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\108-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"109-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\109-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"111-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\111-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"115-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\115-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"118-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\118-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"120-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\120-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"121-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\121-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"123-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\123-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"126-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\126-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"127-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\127-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"133-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\133-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"134-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\134-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"135-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\135-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"137-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\137-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"138-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\138-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"139-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\139-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"142-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\142-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"145-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\145-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"146-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\146-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"150-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\150-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"154-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\154-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"159-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\159-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"162-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\162-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"163-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\163-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"167-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\167-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"168-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\168-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"170-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\170-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"171-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\171-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"17-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\17-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"178-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\178-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"180-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\180-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"181-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\181-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"183-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\183-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"184-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\184-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"186-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\186-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"190-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\190-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"191-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\191-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"192-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\192-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"19-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\19-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"198-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\198-2.bmp",2,"NA","NA","80 mm","8.0 MHz"
"199-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\199-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"201-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\201-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"20-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\20-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"204-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\204-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"205-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\205-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"210-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\210-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"212-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\212-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"21-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\21-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"214-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\214-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"215-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\215-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"216-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\216-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"217-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\217-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"218-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\218-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"225-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\225-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"228-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\228-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"232-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\232-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"234-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\234-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"238-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\238-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"239-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\239-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"242-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\242-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"244-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\244-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"259-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\259-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"264-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\264-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"28-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\28-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"31-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\31-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"42-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\42-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"5-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\5-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"58-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\58-2.bmp",2,"NA","NA","80 mm","8.0 MHz"
"59-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\59-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"64-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\64-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"87-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\87-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"89-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\89-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"90-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\90-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"91-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\91-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"99-2.bmp","2 (160 images)\Feb 3, 2009 (79 images)\99-2.bmp",2,"NA","02-03-09","80 mm","8.0 MHz"
"342-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\342-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"344-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\344-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"345-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\345-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"346-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\346-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"347-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\347-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"348-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\348-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"349-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\349-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"350-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\350-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"351-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\351-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"353-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\353-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"360-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\360-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"362-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\362-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"363-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\363-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"364-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\364-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"365-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\365-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"370-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\370-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"371-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\371-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"373-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\373-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"376-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\376-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"379-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\379-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"383-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\383-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"385-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\385-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"386-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\386-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"389-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\389-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"392-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\392-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"396-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\396-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"399-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\399-2.bmp",2,"NA","03-13-09","80 mm","8.0 MHz"
"401-2.bmp","2 (160 images)\Mar 13, 2009 (56 images)\401-2.bmp",2,"NA","NA","80 mm","8.0 MHz"
